Time,c_LO_measured,c_RE_measured,f_PLSP_measured,f_PLSS_measured,f_LO_measured,f_LE_measured,c_PLS_measured,c_LE_measured,c_RaffP_measured,c_RaffS_measured,c_BO_measured,v_LO_control,v_LO_valve,v_LE_control,v_LE_valve,v_LO_state,v_LE_state,process_state
0,14.91,54.98,283.13,278.38,284.93,195.13,7.03,35.08,0.02,0,0.89,0.51,0.51,0.5,0.5,0,0,0
30,14.86,55,281.54,282.14,282.75,201.75,6.99,35.13,0,0.01,0.91,0.51,0.51,0.5,0.5,0,0,0
60,14.88,54.97,275.33,285.99,282.15,197.15,7.01,35.11,0.02,0.03,0.91,0.51,0.51,0.5,0.5,0,0,0
90,14.87,54.97,283.48,281.76,277.77,193.94,7,35.09,0.02,0,0.91,0.51,0.51,0.5,0.5,0,0,0
120,14.86,54.98,275.46,285.99,279.3,196.27,7.04,35.08,0,0,0.9,0.51,0.51,0.5,0.5,0,0,0
150,14.91,54.95,290.53,284.12,293.12,195.27,7.06,35.06,0,0,0.86,0.52,0.52,0.5,0.5,0,0,0
180,14.9,54.96,280.09,288.43,289.84,196.47,7,35.13,0.04,0.01,0.93,0.51,0.51,0.5,0.5,0,0,0
210,14.88,54.97,279.2,277.69,270.56,194.66,6.99,35.09,0,0.04,0.95,0.5,0.5,0.5,0.5,0,0,0
240,14.92,54.98,287.91,296.21,294.51,197.91,6.92,35.07,0.01,0,0.9,0.52,0.52,0.5,0.5,0,0,0
270,14.9,55,283.4,282.93,285.92,195.43,6.98,35.12,0.06,0,0.86,0.51,0.51,0.5,0.5,0,0,0
300,14.92,54.92,282.27,283.69,281.46,199.51,7.05,35.07,0,0,0.89,0.51,0.51,0.5,0.5,0,0,0
330,14.84,54.96,275.76,282.13,279.77,197.63,7.08,35.12,0,0.04,0.87,0.51,0.51,0.5,0.5,0,0,0
360,14.87,55.02,284.8,287.93,289,201.56,6.96,35.12,0.05,0,0.87,0.51,0.51,0.5,0.5,0,0,0
390,14.84,54.95,279.8,285.55,283.12,194.43,7.08,35.15,0.01,0,0.87,0.51,0.51,0.5,0.5,0,0,0
420,14.84,54.94,271,278.84,273.65,195.04,7.05,35.11,0.01,0,0.9,0.5,0.5,0.5,0.5,0,0,0
450,14.86,54.94,283.04,283.95,284.72,198.11,7.05,35.08,0,0.01,0.85,0.51,0.51,0.5,0.5,0,0,0
480,14.84,54.9,278.36,278.85,277.08,201.4,6.99,35.05,0.03,0,0.95,0.5,0.5,0.5,0.5,0,0,0
510,14.85,54.96,275.05,279,286.53,195.38,7.08,35.12,0,0.01,0.86,0.5,0.5,0.5,0.5,0,0,0
540,14.92,54.95,280.38,288.67,285.6,197.85,6.99,35.07,0,0.02,0.9,0.51,0.51,0.5,0.5,0,0,0
570,14.88,55,283.67,284.91,289.2,194.86,7.08,35.16,0.01,0,0.9,0.52,0.52,0.5,0.5,0,0,0
600,14.86,54.97,284.97,282.86,290.46,194.67,7.02,35.11,0.03,0.03,0.9,0.51,0.51,0.5,0.5,0,0,0
630,14.9,54.92,285.87,281.52,292.09,196.5,7.08,35.16,0,0,0.9,0.52,0.52,0.5,0.5,0,0,0
660,14.89,54.96,281.74,286.95,283.77,192.06,7.04,35.12,0.03,0.05,0.9,0.51,0.51,0.5,0.5,0,0,0
690,14.86,54.94,280.46,283.87,290.1,191.12,7.05,35.12,0,0,0.86,0.51,0.51,0.5,0.5,0,0,0
720,14.93,54.95,289.48,288.06,293.6,195.16,7.01,35.07,0.08,0,0.89,0.52,0.52,0.5,0.5,0,0,0
750,14.88,55,279.33,288.63,281.46,195.91,7.01,35.09,0.03,0,0.86,0.51,0.51,0.5,0.5,0,0,0
780,14.84,54.91,278.79,286.54,279.46,193.45,7.03,35.1,0,0,0.87,0.51,0.51,0.5,0.5,0,0,0
810,14.9,54.97,275.26,285.77,278.45,191.67,7.04,35.1,0.04,0,0.9,0.51,0.51,0.5,0.5,0,0,0
840,14.87,55.05,280.24,287.81,284.08,193.74,7.03,35.09,0,0.01,0.87,0.51,0.51,0.5,0.5,0,0,0
870,14.86,54.91,278.37,277.45,280.43,200.14,7.02,35.04,0,0.05,0.89,0.5,0.5,0.5,0.5,0,0,0
900,14.87,54.94,278.53,289.78,284.16,200.15,6.99,35.1,0.07,0,0.9,0.51,0.51,0.5,0.5,0,0,0
930,14.94,55.27,284.54,285.68,291.06,194.56,7.04,35.09,0,0.04,0.87,0.52,0.52,0.5,0.5,0,0,0
960,14.98,55.24,270.09,281.13,279.11,199.99,7.04,35.15,0.09,0,0.88,0.5,0.5,0.5,0.5,0,0,0
990,14.97,55.21,282.21,293.4,290.19,191.99,7.02,35.07,0,0,0.92,0.52,0.52,0.5,0.5,0,0,0
1020,14.98,55.33,279.32,283.77,280.9,197.32,7.04,35.14,0,0,0.93,0.51,0.51,0.5,0.5,0,0,0
1050,14.99,55.3,279.3,288.25,274.8,198.48,7,35.07,0.02,0.02,0.96,0.51,0.51,0.5,0.5,0,0,0
1080,14.93,55.3,281.84,288.15,288.74,197.88,7.02,35.04,0,0,0.87,0.52,0.52,0.5,0.5,0,0,0
1110,14.92,55.38,282.66,282.51,286.52,198.6,6.98,35.12,0,0,0.87,0.51,0.51,0.5,0.5,0,0,0
1140,14.91,55.29,276.56,281.56,270.9,196.37,7.04,35.14,0,0.01,0.85,0.51,0.51,0.5,0.5,0,0,0
1170,15.02,55.22,278.78,297.24,295.3,194.59,6.99,35.09,0,0,0.88,0.52,0.52,0.5,0.5,0,0,0
1200,14.98,55.29,285.68,287.55,288.01,200.51,6.98,35.1,0.02,0,0.9,0.52,0.52,0.5,0.5,0,0,0
1230,14.92,55.32,278.26,284.79,284.83,197.04,7.01,35.12,0,0.05,0.88,0.51,0.51,0.5,0.5,0,0,0
1260,14.99,55.2,285.9,280.28,283.63,189.43,7,35.15,0,0,0.9,0.51,0.51,0.5,0.5,0,0,0
1290,14.91,55.39,286.64,282.41,282.4,198.03,7.01,35.1,0,0.02,0.92,0.51,0.51,0.51,0.51,0,0,0
1320,14.95,55.3,278.15,281.93,284.43,192.88,7.05,35.13,0.02,0,0.87,0.51,0.51,0.51,0.51,0,0,0
1350,14.95,55.36,272.49,284.56,280.64,196.87,7.03,35.07,0.04,0.02,0.93,0.51,0.51,0.5,0.5,0,0,0
1380,14.96,55.33,281.15,293.63,287.63,198.64,6.97,35.1,0.01,0.02,0.89,0.52,0.52,0.51,0.51,0,0,0
1410,14.9,55.37,276.92,281.03,285.39,196.6,7.04,35.09,0,0.03,0.9,0.51,0.51,0.51,0.51,0,0,0
1440,14.94,55.36,281.21,282.19,279.34,194.87,7.04,35.13,0,0,0.93,0.51,0.51,0.51,0.51,0,0,0
1470,14.93,55.4,278.27,291.5,281.43,197.63,7.05,35.11,0,0.02,0.9,0.52,0.52,0.51,0.51,0,0,0
1500,14.96,55.28,280.52,284.93,280.36,197.46,7.05,35.13,0,0.03,0.93,0.52,0.52,0.51,0.51,0,0,0
1530,14.97,55.29,278.52,282.61,277.08,196.24,6.94,35.09,0,0.03,0.93,0.5,0.5,0.51,0.51,0,0,0
1560,14.95,55.37,278.35,290.22,296.29,193.62,6.98,35.1,0.01,0.06,0.96,0.51,0.51,0.51,0.51,0,0,0
1590,14.99,55.31,277.94,282.47,278.05,197.19,7.02,35.1,0.02,0,0.9,0.51,0.51,0.51,0.51,0,0,0
1620,14.95,55.45,281.84,289.61,290.36,197.34,7.01,35.12,0.01,0,0.92,0.52,0.52,0.51,0.51,0,0,0
1650,14.96,55.33,273.79,290.48,287.4,190.19,6.98,35.15,0.02,0,0.96,0.51,0.51,0.51,0.51,0,0,0
1680,14.99,55.37,278.18,294.44,288.55,201.55,7.02,35.08,0,0,0.88,0.52,0.52,0.51,0.51,0,0,0
1710,14.93,55.27,286.24,283.31,279.83,197.27,7,35.15,0.03,0,0.94,0.52,0.52,0.51,0.51,0,0,0
1740,14.92,55.3,284.77,285.82,294.76,201.95,7.04,35.11,0.02,0,0.89,0.52,0.52,0.51,0.51,0,0,0
1770,14.98,55.33,274.88,285.1,281.16,196.83,7.06,35.14,0.03,0.04,0.9,0.51,0.51,0.51,0.51,0,0,0
1800,14.91,55.42,280.82,289.61,294.71,202.04,7,35.11,0,0.04,0.91,0.52,0.52,0.51,0.51,0,0,0
1830,14.91,55.41,278.76,288.52,285.62,200.78,6.99,35.06,0,0.03,0.9,0.51,0.51,0.51,0.51,0,0,0
1860,14.88,55.43,287.41,285.92,297.51,191.51,7.08,35.08,0,0,0.9,0.52,0.52,0.51,0.51,0,0,0
1890,14.91,55.38,273.75,287.04,294.43,198.5,7.06,35.12,0,0.02,0.86,0.51,0.51,0.51,0.51,0,0,0
1920,14.98,55.46,284.03,290.3,283.27,198.71,7,35.1,0.04,0,0.93,0.52,0.52,0.51,0.51,0,0,0
1950,14.92,55.39,282.49,291.27,287.22,199.23,7.03,35.17,0,0.05,0.87,0.52,0.52,0.51,0.51,0,0,0
1980,14.99,55.34,276.68,276.38,284.22,197.99,7.01,35.09,0.01,0.04,0.92,0.5,0.5,0.51,0.51,0,0,0
2010,14.94,55.31,270.41,277.74,280.05,196.59,7.04,35.11,0,0,0.91,0.5,0.5,0.51,0.51,0,0,0
2040,14.89,55.4,285.88,278.94,290.04,198.11,7.02,35.11,0.01,0,0.94,0.51,0.51,0.51,0.51,0,0,0
2070,14.91,55.48,278.25,282.09,284.17,200.04,6.99,35.07,0.01,0.03,0.85,0.51,0.51,0.51,0.51,0,0,0
2100,14.91,55.38,286.2,286.86,287.5,202.2,7,35.12,0,0.01,0.88,0.52,0.52,0.51,0.51,0,0,0
2130,14.89,55.62,275.57,284.18,290.63,197.09,7.03,35.08,0,0.04,0.92,0.51,0.51,0.51,0.51,0,0,0
2160,14.85,55.58,281.95,280.05,273.53,197.98,6.99,35.14,0,0.02,0.86,0.51,0.51,0.51,0.51,0,0,0
2190,14.9,55.44,276.26,286.19,281.95,197.31,7.05,35.11,0,0.07,0.9,0.51,0.51,0.51,0.51,0,0,0
2220,14.89,55.43,274.16,287.79,281.05,201.25,7.06,35.13,0,0.06,0.86,0.51,0.51,0.51,0.51,0,0,0
2250,14.94,55.45,280.68,282.95,282.57,196.66,7.03,35.1,0,0.02,0.89,0.51,0.51,0.51,0.51,0,0,0
2280,14.91,55.39,290.9,283.55,291.54,196.04,7.02,35.11,0.02,0,0.89,0.52,0.52,0.51,0.51,0,0,0
2310,14.92,55.4,273.74,283.76,279.64,198.54,7.09,35.13,0.02,0,0.87,0.51,0.51,0.51,0.51,0,0,0
2340,14.84,55.38,275.86,288.89,280.2,199.19,7.01,35.13,0,0.02,0.95,0.51,0.51,0.51,0.51,0,0,0
2370,14.86,55.39,276.1,284.56,282.15,200.84,7.08,35.19,0.02,0,0.92,0.51,0.51,0.51,0.51,0,0,0
2400,14.89,55.45,276.36,286.84,282.39,201.88,7.03,35.12,0.01,0,0.89,0.51,0.51,0.51,0.51,0,0,0
2430,14.96,55.35,278.35,285.26,291.41,199.12,6.99,35.1,0,0.07,0.86,0.51,0.51,0.51,0.51,0,0,0
2460,14.96,55.42,283.32,280.68,280.14,198.87,6.99,35.14,0.04,0,0.92,0.51,0.51,0.51,0.51,0,0,0
2490,14.92,55.38,285.41,281.15,282.88,201.76,7.07,35.15,0,0,0.93,0.52,0.52,0.51,0.51,0,0,0
2520,14.97,55.29,280.11,278.46,280,194.01,7.03,35.09,0.02,0,0.88,0.51,0.51,0.51,0.51,0,0,0
2550,14.8,55.46,270.49,290.22,267.29,198.5,7.01,35.12,0,0.02,0.92,0.51,0.51,0.51,0.51,0,0,0
2580,14.92,55.37,283.5,286.16,286.8,198.7,6.98,35.16,0,0,0.9,0.51,0.51,0.51,0.51,0,0,0
2610,14.9,55.44,282.25,287.13,278.06,198.03,6.99,35.11,0,0,0.93,0.51,0.51,0.51,0.51,0,0,0
2640,14.88,55.42,278.13,280.88,282.27,200.6,7.02,35.12,0,0.01,0.91,0.51,0.51,0.51,0.51,0,0,0
2670,14.89,55.36,273.87,285.3,289.97,193.54,7.07,35.12,0,0.04,0.94,0.51,0.51,0.51,0.51,0,0,0
2700,14.93,55.28,280.47,283.2,275.42,197.43,6.98,35.11,0.02,0.06,0.89,0.51,0.51,0.51,0.51,0,0,0
2730,14.86,55.36,280.82,287.14,281.73,196.49,7.04,35.09,0.05,0,0.89,0.52,0.52,0.51,0.51,0,0,0
2760,14.84,55.3,277.25,280.31,283.58,196.7,7.04,35.16,0.03,0.01,0.91,0.51,0.51,0.51,0.51,0,0,0
2790,14.87,55.31,283.97,279.03,285.41,196.64,7.06,35.09,0.06,0.04,0.82,0.51,0.51,0.51,0.51,0,0,0
2820,14.88,55.26,284.89,294.25,282.39,194.49,6.99,35.18,0,0,0.88,0.52,0.52,0.51,0.51,0,0,0
2850,14.85,55.3,284.37,292.02,284.93,201.46,6.98,35.16,0,0,0.91,0.52,0.52,0.51,0.51,0,0,0
2880,14.8,55.3,277.75,286.34,274.71,203.48,7.02,35.14,0,0.05,0.94,0.51,0.51,0.51,0.51,0,0,0
2910,14.85,55.32,282.19,288.71,289.34,198.51,7.06,35.12,0.02,0,0.93,0.52,0.52,0.51,0.51,0,0,0
2940,14.86,55.33,278.13,284.46,281.7,202.47,7.04,35.14,0,0.06,0.94,0.51,0.51,0.51,0.51,0,0,0
2970,14.85,55.15,283.23,286.42,286.64,199.18,7.03,35.1,0.04,0.07,0.89,0.52,0.52,0.51,0.51,0,0,0
3000,14.8,55.32,292.4,281.47,279.31,197.29,6.97,35.07,0.01,0.04,0.86,0.52,0.52,0.51,0.51,0,0,0
3030,14.88,55.16,279.59,289.4,290.14,198.65,7.01,35.09,0,0.01,0.91,0.52,0.52,0.51,0.51,0,0,0
3060,14.83,55.2,289.5,285.2,290.15,196.53,6.98,35.13,0,0,0.87,0.52,0.52,0.51,0.51,0,0,0
3090,14.83,55.24,276.26,287.76,290.97,205.9,7.06,35.13,0,0.02,0.87,0.51,0.51,0.51,0.51,0,0,0
3120,14.81,55.28,279.25,289.77,291.1,198.28,6.99,35.14,0.04,0,0.87,0.51,0.51,0.51,0.51,0,0,0
3150,14.83,55.23,277.55,283.36,295.08,197.24,7.03,35.13,0.02,0,0.88,0.51,0.51,0.51,0.51,0,0,0
3180,14.86,55.08,281.39,285.14,277.46,199.98,6.98,35.16,0.01,0.02,0.91,0.51,0.51,0.51,0.51,0,0,0
3210,14.85,55.24,278.59,292.39,286.01,199.57,7.05,35.16,0,0,0.97,0.52,0.52,0.51,0.51,0,0,0
3240,14.83,55.18,274.07,286.18,277.85,191.18,7,35.16,0,0.02,0.91,0.51,0.51,0.51,0.51,0,0,0
3270,14.83,55.22,280.11,282.22,276.73,195.07,6.98,35.15,0,0.01,0.92,0.51,0.51,0.51,0.51,0,0,0
3300,14.87,55.26,282.2,276.43,279.28,201.12,7.03,35.15,0,0,0.91,0.51,0.51,0.51,0.51,0,0,0
3330,14.85,55.2,289.64,286.09,294.44,206.81,7,35.12,0.03,0,0.86,0.52,0.52,0.51,0.51,0,0,0
3360,14.83,55.25,279.36,282.19,284.59,201.05,7.02,35.19,0.01,0,0.95,0.51,0.51,0.51,0.51,0,0,0
3390,14.8,55.16,268.65,277.37,276.3,200.17,6.99,35.14,0.02,0,0.89,0.49,0.49,0.51,0.51,0,0,0
3420,14.81,55.26,287.87,281.55,284.84,204.47,7.05,35.13,0.02,0.01,0.94,0.52,0.52,0.51,0.51,0,0,0
3450,14.77,55.12,272.81,289.63,278.93,200.85,7.03,35.13,0.04,0,0.95,0.51,0.51,0.51,0.51,0,0,0
3480,14.81,55.22,283.84,284.77,284.01,197.71,7,35.11,0,0.03,0.89,0.51,0.51,0.51,0.51,0,0,0
3510,14.95,55.11,284.85,287.67,293.85,197.97,7.03,35.19,0,0.08,0.85,0.52,0.52,0.51,0.51,0,0,0
3540,14.87,55.18,284.2,290.53,284.4,195.42,7,35.09,0.01,0,0.89,0.52,0.52,0.51,0.51,0,0,0
3570,14.8,55.22,275.27,285.02,281.83,200.67,7.03,35.17,0,0.07,0.96,0.51,0.51,0.51,0.51,0,0,0
3600,14.77,55.18,276.86,288.78,285.63,204.57,7.06,35.12,0,0.09,0.92,0.51,0.51,0.51,0.51,0,0,0
3630,14.84,55.09,285.53,281.11,278.82,198.05,7,35.12,0.05,0.04,0.92,0.51,0.51,0.51,0.51,0,0,0
3660,14.85,55.08,281.05,283.62,281.57,203.91,7,35.11,0,0.02,0.89,0.51,0.51,0.51,0.51,0,0,0
3690,14.87,55.08,292.18,290.6,302.69,206.34,6.99,35.12,0.02,0,0.92,0.52,0.52,0.51,0.51,0,0,0
3720,14.88,55.1,282.29,282.9,272.59,201.03,7.02,35.15,0.01,0.01,0.87,0.51,0.51,0.51,0.51,0,0,0
3750,14.78,55.06,280.3,283.29,291.54,196.14,7.02,35.15,0.02,0,0.96,0.51,0.51,0.51,0.51,0,0,0
3780,14.83,54.97,281.39,284.8,285.69,205.43,7.05,35.16,0,0.03,0.86,0.51,0.51,0.51,0.51,0,0,0
3810,14.9,55.02,274.41,278.86,274.94,197.92,7.01,35.13,0.01,0,0.85,0.5,0.5,0.51,0.51,0,0,0
3840,14.87,55.15,282.83,285.43,273.11,202.88,7,35.15,0,0.02,0.9,0.51,0.51,0.51,0.51,0,0,0
3870,14.88,54.96,284.44,288.38,283.03,198.35,7.01,35.14,0,0.01,0.87,0.52,0.52,0.51,0.51,0,0,0
3900,14.85,55.03,274.5,283.71,281,200.2,7.02,35.14,0,0,0.84,0.5,0.5,0.51,0.51,0,0,0
3930,14.8,55.12,278.57,284.6,283.29,197.45,7.03,35.15,0,0.03,0.86,0.51,0.51,0.51,0.51,0,0,0
3960,14.86,55.04,280.39,286.34,283.55,199.33,7.03,35.09,0,0.01,0.89,0.51,0.51,0.51,0.51,0,0,0
3990,14.83,54.99,266.52,285.78,275.74,200.22,7.05,35.16,0.02,0.02,0.92,0.5,0.5,0.51,0.51,0,0,0
4020,14.89,54.97,277.03,285.99,286,201.03,7.02,35.16,0.05,0.08,0.9,0.51,0.51,0.51,0.51,0,0,0
4050,14.79,55.05,278.2,282.76,280.41,198.56,7.02,35.1,0,0,0.93,0.51,0.51,0.51,0.51,0,0,0
4080,14.84,55.04,285.12,286.11,296.53,202.31,7.02,35.13,0.02,0,0.91,0.52,0.52,0.51,0.51,0,0,0
4110,14.9,54.98,282.42,288.89,292.34,200.27,6.96,35.16,0,0,0.93,0.51,0.51,0.51,0.51,0,0,0
4140,14.82,55.01,281.55,286.48,284.87,198,7.01,35.14,0,0.02,0.87,0.51,0.51,0.51,0.51,0,0,0
4170,14.81,55.02,274.95,293.73,287.51,195.71,7.05,35.12,0.06,0,0.86,0.51,0.51,0.51,0.51,0,0,0
4200,14.81,55,279.97,290.99,288.38,198.43,7,35.06,0,0.05,0.89,0.51,0.51,0.51,0.51,0,0,0
4230,14.82,55.11,283.76,280.29,290.32,197.63,7.07,35.15,0.02,0.06,0.89,0.51,0.51,0.51,0.51,0,0,0
4260,14.9,55,281.63,287.91,284.82,198.17,6.97,35.1,0.02,0,0.9,0.51,0.51,0.51,0.51,0,0,0
4290,14.9,54.99,279.14,287.78,283.83,197.23,7.01,35.12,0,0.03,0.85,0.51,0.51,0.51,0.51,0,0,0
4320,14.86,54.99,283.11,287.81,280.14,198.7,7,35.12,0,0.02,0.92,0.51,0.51,0.51,0.51,0,0,0
4350,14.74,54.94,279.64,285.46,285.02,200.19,7.02,35.1,0.04,0,0.88,0.51,0.51,0.51,0.51,0,0,0
4380,14.9,54.92,282.77,290.88,290.04,197.95,7.02,35.16,0.01,0,0.88,0.52,0.52,0.51,0.51,0,0,0
4410,14.87,55.03,279.65,281.99,278.32,205.1,7.01,35.14,0,0,0.89,0.51,0.51,0.51,0.51,0,0,0
4440,14.83,55.05,283.04,288.85,288.64,197.78,7.03,35.16,0,0,0.84,0.52,0.52,0.51,0.51,0,0,0
4470,14.86,55,277.19,286.27,288.8,196.36,7.06,35.21,0.03,0,0.85,0.51,0.51,0.51,0.51,0,0,0
4500,14.86,54.92,281.17,285.89,289.29,200.94,7.04,35.14,0,0,0.9,0.51,0.51,0.51,0.51,0,0,0
4530,14.81,55.03,283.62,285.28,278.61,199.03,6.95,35.17,0.04,0.03,0.89,0.51,0.51,0.51,0.51,0,0,0
4560,14.83,54.94,280.53,286.84,289.75,207.79,7.02,35.19,0.08,0,0.92,0.51,0.51,0.51,0.51,0,0,0
4590,14.84,54.97,284.18,292.88,294.8,197.95,7,35.13,0,0.04,0.91,0.52,0.52,0.51,0.51,0,0,0
4620,14.88,54.92,274.35,284.96,286.94,195.89,7.03,35.16,0,0,0.88,0.51,0.51,0.51,0.51,0,0,0
4650,14.84,55.06,273.1,282.7,288.05,200.31,7.02,35.14,0,0,0.88,0.5,0.5,0.51,0.51,0,0,0
4680,14.81,55.15,281.42,281.37,281.28,203.46,7.02,35.19,0.03,0.01,0.87,0.51,0.51,0.52,0.52,0,0,0
4710,14.84,55.02,277.16,295.64,285.24,202.75,7.05,35.2,0,0.03,0.94,0.52,0.52,0.51,0.51,0,0,0
4740,14.89,54.9,285.87,283.86,280.43,193.83,6.99,35.16,0.05,0,0.93,0.51,0.51,0.51,0.51,0,0,0
4770,14.9,55.05,285.45,283.51,281.56,193.53,7.03,35.16,0,0.03,0.86,0.51,0.51,0.51,0.51,0,0,0
4800,14.85,55.1,280.25,288.52,284.42,203.24,7.01,35.11,0.02,0,0.92,0.51,0.51,0.51,0.51,0,0,0
4830,14.89,54.85,281.32,287.66,295.28,195.74,7.09,35.16,0,0.04,0.84,0.52,0.52,0.51,0.51,0,0,0
4860,14.74,55.06,290.15,291.8,292.15,202.71,7,35.11,0.05,0.01,0.9,0.52,0.52,0.51,0.51,0,0,0
4890,14.83,54.99,279.41,282.2,277.04,204.31,6.99,35.2,0,0.01,0.93,0.5,0.5,0.51,0.51,0,0,0
4920,14.82,55.16,280.48,283.25,277.96,202.42,7.02,35.12,0,0,0.92,0.51,0.51,0.51,0.51,0,0,0
4950,14.88,54.88,282.77,290.19,288.97,200.24,7.03,35.2,0,0.04,0.86,0.52,0.52,0.51,0.51,0,0,0
4980,14.79,55.03,286.88,283.52,285.18,201.81,7.01,35.14,0,0,0.92,0.51,0.51,0.51,0.51,0,0,0
5010,14.83,55.08,284.92,285.22,289.14,203.21,7.07,35.15,0.03,0,0.93,0.52,0.52,0.51,0.51,0,0,0
5040,14.85,54.92,282.7,286.81,293.62,200.86,7.05,35.18,0,0,0.87,0.52,0.52,0.51,0.51,0,0,0
5070,14.81,55.02,278.85,291.45,290.08,203.07,7.03,35.15,0,0,0.96,0.51,0.51,0.51,0.51,0,0,0
5100,14.81,54.96,279.51,284.21,279.78,191.49,7,35.15,0.09,0,0.91,0.51,0.51,0.51,0.51,0,0,0
5130,14.93,54.92,272.59,290.66,271.93,196.73,7,35.09,0.01,0.01,0.89,0.51,0.51,0.51,0.51,0,0,0
5160,14.86,55.12,289.55,283.48,285.28,203.05,6.99,35.09,0.01,0,0.95,0.51,0.51,0.51,0.51,0,0,0
5190,14.93,54.96,277.49,296.51,279.97,202.87,7.01,35.12,0.01,0,0.91,0.52,0.52,0.51,0.51,0,0,0
5220,14.85,54.99,273.05,293.83,286.47,205.54,6.98,35.2,0.03,0.03,0.91,0.51,0.51,0.51,0.51,0,0,0
5250,14.87,55.08,284.26,287.06,286.8,201.35,7.02,35.18,0.07,0,0.89,0.52,0.52,0.51,0.51,0,0,0
5280,14.86,55.01,278.61,287.72,282.64,196.57,7,35.18,0,0,0.9,0.51,0.51,0.51,0.51,0,0,0
5310,14.85,55.03,278.9,293.27,281.64,200.01,6.96,35.18,0,0.01,0.92,0.51,0.51,0.51,0.51,0,0,0
5340,14.83,54.99,280.13,284.94,285.47,199.04,6.93,35.11,0,0.04,0.85,0.5,0.5,0.51,0.51,0,0,0
5370,14.87,54.9,277.37,281.86,281.91,203.64,7.07,35.12,0.03,0,0.87,0.51,0.51,0.51,0.51,0,0,0
5400,14.82,55.05,282.63,290.59,289.78,201.87,7.06,35.18,0,0.04,0.94,0.52,0.52,0.51,0.51,0,0,0
5430,14.84,54.98,288.43,283.25,293.8,199.55,6.98,35.17,0.02,0.06,0.86,0.51,0.51,0.51,0.51,0,0,0
5460,14.86,55.11,276.23,285.52,278.81,199.45,7.08,35.16,0.02,0,0.9,0.51,0.51,0.51,0.51,0,0,0
5490,14.83,55.16,279.74,292.87,288.59,197.54,7.12,35.23,0,0,0.89,0.52,0.52,0.52,0.52,0,0,0
5520,14.87,54.98,280.28,289.07,286.54,195.84,7.02,35.16,0.01,0,0.92,0.51,0.51,0.51,0.51,0,0,0
5550,14.86,55.11,280.14,289.84,278.7,203.66,7.04,35.17,0.02,0,0.9,0.51,0.51,0.51,0.51,0,0,0
5580,14.91,54.95,278.86,279.24,275.91,205.14,7.03,35.16,0.01,0,0.95,0.5,0.5,0.51,0.51,0,0,0
5610,14.85,54.93,280.76,295.94,291.77,196.9,7.05,35.13,0.02,0.05,0.91,0.52,0.52,0.51,0.51,0,0,0
5640,14.85,55.03,286.87,287.53,294.59,200.82,7.03,35.1,0,0,0.91,0.52,0.52,0.51,0.51,0,0,0
5670,14.88,55.02,275.64,283.87,285.99,195.91,6.99,35.16,0.04,0,0.94,0.5,0.5,0.51,0.51,0,0,0
5700,14.89,55.03,282.13,286.38,292.57,204.32,7.02,35.17,0.02,0.06,0.87,0.51,0.51,0.51,0.51,0,0,0
5730,14.92,55.01,283.54,290.49,295.37,203.84,7.07,35.16,0.04,0.07,0.89,0.52,0.52,0.51,0.51,0,0,0
5760,14.87,54.97,284,289.99,293.66,207.72,7.05,35.12,0.01,0.03,0.89,0.52,0.52,0.51,0.51,0,0,0
5790,14.83,55.03,283.51,285.32,278.34,198.36,7.01,35.17,0,0,0.9,0.51,0.51,0.51,0.51,0,0,0
5820,14.9,54.91,275.55,282.97,277.86,200.88,7,35.21,0,0,0.86,0.5,0.5,0.51,0.51,0,0,0
5850,14.83,55.11,284.31,281.63,286.39,194.76,7.08,35.15,0.03,0.05,0.87,0.51,0.51,0.51,0.51,0,0,0
5880,14.83,55.07,287.35,293.41,292.32,198.32,7.07,35.19,0.03,0.03,0.88,0.53,0.53,0.52,0.52,0,0,0
5910,14.9,55.03,284.53,289.31,295.36,200.59,7.04,35.14,0.04,0,0.85,0.52,0.52,0.51,0.51,0,0,0
5940,14.84,55.08,282.9,286.64,282.52,201.56,7.02,35.23,0.03,0.02,0.87,0.51,0.51,0.52,0.52,0,0,0
5970,14.87,54.91,280.46,285.87,286.96,202.95,7.07,35.17,0.05,0.02,0.87,0.51,0.51,0.51,0.51,0,0,0
6000,14.91,54.93,283.6,285.58,280.91,203.95,7.02,35.18,0.05,0,0.86,0.51,0.51,0.51,0.51,0,0,0
6030,14.88,55.05,284.55,289.22,289.04,197.24,7.04,35.17,0.01,0.01,0.88,0.52,0.52,0.51,0.51,0,0,0
6060,14.89,55.05,278,280.93,272.02,210.71,7.06,35.21,0.03,0,0.91,0.51,0.51,0.52,0.52,0,0,0
6090,14.91,55.02,281.47,292.93,285.05,201.62,7.01,35.16,0,0.01,0.88,0.52,0.52,0.51,0.51,0,0,0
6120,14.9,55.03,276.27,293.72,285.14,206.88,7.01,35.21,0.02,0,0.89,0.51,0.51,0.52,0.52,0,0,0
6150,14.92,54.89,274.71,294.06,291.48,199.24,7.02,35.16,0,0.02,0.85,0.51,0.51,0.51,0.51,0,0,0
6180,14.83,55.01,285.73,290.43,287.81,206.62,7.04,35.19,0.02,0,0.91,0.52,0.52,0.51,0.51,0,0,0
6210,14.85,55.06,274.86,291.99,286.13,199.46,7,35.16,0,0.04,0.88,0.51,0.51,0.51,0.51,0,0,0
